"date/time","usr","sys","idl","wai","hiq","siq","used","buff","cach","free","recv","send","read","writ","cpu process","memory process"
01-12 22:20:40,0.131,0.055,99.800,0.014,0.0,0.0,1889701888.0,218800128.0,3653292032.0,10911383552.0,3218.100,7311.183,0.0,2.367,java / 0%,java / 716177408%
01-12 22:21:40,0.129,0.054,99.801,0.016,0.0,0.0,1891450880.0,218800128.0,3653324800.0,10909601792.0,3270.417,7363.650,0.0,2.417,java / 0%,java / 716177408%
01-12 22:22:40,0.135,0.060,99.791,0.014,0.0,0.001,1890779136.0,218800128.0,3653341184.0,10910257152.0,2836.100,7154.400,0.0,1.933,java / 0%,java / 716177408%
01-12 22:23:39,0.131,0.054,99.801,0.015,0.0,0.0,1889677312.0,218800128.0,3653353472.0,10911346688.0,2812.750,7132.917,0.0,1.900,java / 0%,java / 716173312%
01-12 22:24:40,0.135,0.058,99.794,0.014,0.0,0.0,1889394688.0,218800128.0,3653365760.0,10911617024.0,2817.083,7123.983,0.0,1.533,java / 0%,java / 716177408%
01-12 22:25:40,0.128,0.051,99.808,0.013,0.0,0.0,1889865728.0,218800128.0,3653402624.0,10911109120.0,3209.950,7337.667,0.0,2.133,java / 0%,java / 716177408%
01-12 22:26:40,0.131,0.060,99.794,0.015,0.0,0.001,1889935360.0,218800128.0,3653410816.0,10911031296.0,2818.083,7124.767,0.0,1.683,java / 0%,java / 716177408%
01-12 22:27:40,0.134,0.054,99.792,0.019,0.0,0.001,1890406400.0,218800128.0,3653447680.0,10910523392.0,8321.117,11658.067,0.0,2.367,java / 0%,java / 716177408%
01-12 22:28:40,0.139,0.061,99.787,0.013,0.0,0.0,1890152448.0,218800128.0,3653459968.0,10910765056.0,2818.767,7126.400,0.0,1.783,java / 0%,java / 716177408%
01-12 22:29:40,0.121,0.054,99.814,0.012,0.0,0.0,1889710080.0,218800128.0,3653476352.0,10911191040.0,2831.133,7161.517,0.0,1.767,java / 0%,java / 716177408%
01-12 22:30:40,0.152,0.059,99.768,0.020,0.0,0.001,1890074624.0,218800128.0,3653509120.0,10910793728.0,3212.483,7311.583,0.0,2.233,java / 0%,java / 716181504%
01-12 22:31:39,0.132,0.054,99.802,0.012,0.0,0.0,1889878016.0,218800128.0,3653521408.0,10910978048.0,2838.300,7167.650,0.0,1.583,java / 0%,java / 716181504%
01-12 22:32:40,0.132,0.056,99.797,0.014,0.0,0.001,1889345536.0,218800128.0,3653537792.0,10911494144.0,2801.700,7113.600,0.0,1.700,java / 0%,java / 716181504%
